id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,game_duration,rating_difference,total_rating,processed_date
WiLRYEgT,true,1.504446969568E12,1.50444750955E12,100,draw,draw,10+0,afndina,1158,iamaliveandbored,1158,d4 d5 e3 Nc6 a3 e5 dxe5 Nxe5 h3 c5 Nf3 Nxf3+ Qxf3 d4 exd4 cxd4 Bc4 Qf6 Qe4+ Qe7 Qxe7+ Bxe7 O-O Nf6 Bg5 O-O c3 dxc3 Nxc3 h6 Bxf6 Bxf6 Nd5 Bxb2 Rab1 Bxa3 Ne7+ Kh8 Nxc8 Raxc8 Rxb7 Rxc4 Rxa7 Rfc8 Rxa3 Rc1 Rxc1 Rxc1+ Kh2 g5 Ra7 f5 Rf7 f4 Rf8+ Kg7 Rf5 Kg6 Rd5 h5 Rd6+ Kf5 Rd8 g4 Rh8 gxh3 Rxh5+ Kg4 Rxh3 Rc2 f3+ Kf5 Rh5+ Kg6 Rh4 Kg5 Kh3 Rc4 Rg4+ Kf5 Kh4 Rb4 Rg5+ Kf6 Kh5 Rb2 g4 fxg3 Rxg3 Rb3 Rg6+ Kf7 f4 Rb5+ f5 Rxf5+ Kh6 Rf6 Rxf6+ Kxf6,D00,Queen's Pawn Game #2,3,539982,0,2316,2025-01-31
RL9ZdQO3,false,1.504443523734E12,1.504443587257E12,23,resign,white,10+1,iamaliveandbored,1158,sparkyman,1324,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 Bg5 Be7 e5 Ne4 Bxe7 Qxe7 Qf3 Ng5 Qg3 Qb4+ Qc3 Qxb2 Qxb2,C45,Scotch Game: Schmidt Variation,8,63523,166,2482,2025-01-31
CIUu7318,false,1.504443296509E12,1.504443457404E12,31,resign,black,0+180,iamaliveandbored,1158,sparkyman,1324,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 Bg5 Be7 e5 Ne4 Bxe7 Qxe7 Qd4 Ng5 Qg4 d6 Qf4 dxe5 Qg3 O-O Bd3 Qb4+ c3 Qxb2 Qh4 Qxa1 Qxh7+,C45,Scotch Game: Schmidt Variation,8,160895,166,2482,2025-01-31
7SDFM8wY,false,1.504443272214E12,1.504443289072E12,7,resign,white,0+180,sparkyman,1324,iamaliveandbored,1158,e4 e5 Nf3 Nf6 Nc3 Nxe4 Nxe4,C42,Russian Game: Three Knights Game,5,16858,166,2482,2025-01-31
KBG3ijIf,false,1.504443173551E12,1.504443185125E12,6,resign,black,0+180,iamaliveandbored,1158,sparkyman,1324,e4 e5 Nf3 Nc6 Nxe5 Nxe5,C44,Irish Gambit,5,11574,166,2482,2025-01-31
XedVZ3HB,true,1.504442822807E12,1.504442999202E12,26,resign,black,10+0,filmokholik,1101,iamaliveandbored,1148,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 b6 e5 Bc5 Qe4 d5 Qf3 Nxe5 Qh5 Bd6 Bb5+ c6 Bxc6+ Nxc6 Qe2+ Be6 h4 Nd4 Qe3 Nxc2+,C22,Center Game: Paulsen Attack Variation,7,176395,47,2249,2025-01-31
GSeyt4C8,true,1.504442701086E12,1.504442800194E12,16,resign,black,10+0,iamaliveandbored,1159,aleff_blendon,1165,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Bc4 Qc7 Bg5 Nxe4 Qf3 Nxg5 Qf4 Qxc4,B57,Sicilian Defense: Modern Variations |  Main Line,8,99108,6,2324,2025-01-31
GEZZDaWj,true,1.504442620056E12,1.504442692062E12,14,resign,black,10+0,iamaliveandbored,1166,silasolveirasilva,1295,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Bg5 Be7 Bxf6 Bxf6 Nf3 Bxb2,C41,Philidor Defense: Exchange Variation,8,72006,129,2461,2025-01-31
2noWkIb8,true,1.504373163097E12,1.504373784983E12,78,draw,draw,10+0,duettoduetto,1227,iamaliveandbored,1164,e4 e5 Nf3 Nf6 d3 d5 Nxe5 dxe4 dxe4 Nxe4 f3 Qxd1+ Kxd1 Nf2+ Ke2 Nxh1 g4 f6 Nd3 Bd7 Nf2 Nxf2 Kxf2 a6 Nc3 Bb5 Bxb5+ axb5 Nxb5 Na6 Bf4 Bc5+ Kg3 Bd6 Re1+ Be7 Bxc7 Nxc7 Nxc7+ Kd7 Nxa8 Rxa8 a3 Rc8 Rd1+ Ke8 c3 Rc6 Rc1 Bd6+ f4 g5 Re1+ Kf8 Rd1 Bxf4+ Kf3 Re6 Rd8+ Ke7 Rd5 Re3+ Kg2 Re2+ Kf3 Rxb2 c4 Rxh2 Ke4 Re2+ Kd4 Rd2+ Kc5 Rxd5+ cxd5 Be3+ Kc4 Kf7,C42,Petrov's Defense,4,621886,63,2391,2025-01-31
m5AyQ1qS,true,1.504366072346E12,1.504366095835E12,4,resign,white,10+0,edwar,1500,iamaliveandbored,1168,e4 e5 Nc3 Nf6,C26,Vienna Game: Falkbeer Variation,4,23489,332,2668,2025-01-31
h1EtGGgN,true,1.504355602086E12,1.504356418975E12,85,resign,white,10+0,iamaliveandbored,1157,godk2001,1156,e4 Nc6 Nf3 e6 d4 d5 exd5 Qxd5 Nc3 Qf5 Bd3 Qg4 h3 Qxg2 Rg1 Qxh3 Rg3 Qh1+ Rg1 Qh5 Nb5 Bb4+ c3 Ba5 b4 Bb6 c4 Nxb4 c5 Nxd3+ Qxd3 Ba5+ Nd2 c6 Nd6+ Kd7 Nxc8 Rxc8 Rb1 e5 dxe5+ Ke6 Qd6+ Kf5 Qd7+ Kxe5 Qxc8 Qf5 Qxf5+ Kxf5 Rxb7 Nf6 Bb2 Re8+ Kd1 Ng4 Nc4 Nxf2+ Kc1 Nd3+ Kb1 Bd2 Nd6+ Kf4 Nxe8 Nxb2 Kxb2 Be3 Rf1+ Ke4 Re7+ Kd4 Rd1+ Kxc5 Rxe3 f5 Rg3 g6 Nf6 f4 Rg4 f3 Nxh7 f2 Rf4,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4,816889,1,2313,2025-01-31
ZFjv8xKj,true,1.504355535399E12,1.504355578046E12,7,draw,draw,10+0,godk2001,1156,iamaliveandbored,1157,e4 e5 Qh5 d6 Nf3 Qf6 Bc4,C20,King's Pawn Game: Wayward Queen Attack,3,42647,1,2313,2025-01-31
WMtKPrKP,true,1.504354498277E12,1.504354879456E12,44,resign,black,10+0,lichess2point0,984,iamaliveandbored,1151,e4 e5 Nc3 Nf6 Nd5 Nxd5 exd5 c6 d4 exd4 Qxd4 cxd5 Qe5+ Be7 Qxg7 Bf6 Qg4 d6 Qe2+ Be7 Bh6 Bf5 Qb5+ Nc6 Qxd5 Bxc2 Bc4 Bg6 Nf3 Nb4 Rc1 Nxd5 Ng5 Rc8 b3 b5 Bxd5 Rxc1+ Kd2 Rxh1 Bxf7+ Bxf7 Nxf7 Kxf7,C26,Vienna Game: Falkbeer Variation,4,381179,167,2135,2025-01-31
L18vqYGs,true,1.504327344056E12,1.5043280751E12,61,mate,white,10+0,iamaliveandbored,1141,hirenmac44,1127,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Bc4 Bc5 Nxf7 Qh4 O-O O-O Nd6+ Kh8 Nxe4 Bxf2+ Nxf2 b6 g3 Qxc4 d3 Qf7 Ne4 Qe8 Rxf8+ Qxf8 Bd2 Nc6 Nbc3 Ne5 Qf1 Nf3+ Kg2 Qf4 gxf4 Nd4 Qf2 Nxc2 Qh4 h6 Qd8+ Kh7 Rc1 Nd4 Be3 Ne6 Qe7 Bb7 Nb5 a6 Bd4 axb5 Rxc7 Nxd4 Rxd7 Nf5 Qe5 Ne3+ Kf3 Nd5 Qxg7#,C42,Russian Game: Damiano Variation,6,731044,14,2268,2025-01-31
Ck1Xp2MO,true,1.504327005467E12,1.504327330228E12,47,resign,black,10+0,iamaliveandbored,1150,dmarin5983,1223,e4 e5 Nf3 d6 d4 exd4 Nxd4 Qh4 Nc3 Bg4 Qd3 Be2 Qxe2 Be7 g3 Qf6 Qg4 Nh6 Bxh6 Qxd4 Be3 Qf6 Bg5 Qxg5 Qxg5 Bxg5 f4 Bh6 g4 g5 Bb5+ c6 Bc4 d5 Bb3 gxf4 Ne2 f3 Nd4 Nd7 Nxf3 dxe4 Nd4 O-O-O O-O e3 Rfe1,C41,Philidor Defense: Exchange Variation #2,7,324761,73,2373,2025-01-31
vTOSDGgh,true,1.504281197066E12,1.504281575153E12,27,outoftime,white,10+0,iamaliveandbored,1127,cacarot,1166,e4 e5 Nf3 Qf6 d4 d6 dxe5 dxe5 g4 Bxg4 Bg2 Bb4+ c3 Bc5 b4 Bb6 h3 Bh5 Qa4+ c6 Bg5 Qd6 b5 Qd8 Bxd8 Kxd8 Nxe5,C40,King's Pawn Game: McConnell Defense,4,378087,39,2293,2025-01-31
Nc6OVdnO,true,1.504277859366E12,1.504278233748E12,36,resign,white,10+0,ronnie2011,1177,iamaliveandbored,1137,e4 e5 Nf3 Nf6 Nc3 d5 d3 dxe4 dxe4 Qxd1+ Nxd1 Bg4 Bd3 Bxf3 gxf3 Nc6 Nc3 Nb4 Nb5 O-O-O Kd1 Nxd3 cxd3 Rxd3+ Kc2 Rxf3 Rf1 Rf4 Nc3 Nxe4 Bxf4 Nxc3 bxc3 Bd6 Bg3 Rd8,C42,Russian Game: Three Knights Game,5,374382,40,2314,2025-01-31
eOo0fDQ6,true,1.504275840947E12,1.504276608554E12,92,resign,black,10+0,zaferalt,1155,iamaliveandbored,1125,e4 e5 Nf3 Nf6 d3 d5 exd5 Qxd5 c4 Qa5+ Bd2 Qb6 Nc3 Qxb2 Na4 Qa3 Nxe5 Qe7 Bc3 Nc6 d4 Nxe5 dxe5 Ng4 f4 Qa3 h3 Ne3 Qd4 Nxf1 Rxf1 b6 Nb2 Bc5 Qd1 Qxc3+ Qd2 Bb4 Rd1 Qxb2 Ke2 Bxd2 Rxd2 Qb4 Rfd1 Qxc4+ Ke3 Qc5+ Ke2 Qb5+ Ke1 Qb4 a3 Qa5 g4 O-O g5 Rd8 g6 fxg6 e6 Rxd2 Rxd2 Bxe6 Ke2 Bxh3 Rd3 Bg4+ Ke3 Qe1+ Kd4 Qg1+ Re3 Rd8+ Ke4 Re8+ Kd3 Qxe3+ Kc4 Qxf4+ Kd3 Qe3+ Kc2 Qxa3 Kb1 h5 Kc2 h4 Kd2 h3 Kc2 h2,C42,Petrov's Defense,4,767607,30,2280,2025-01-31
009mKOEz,true,1.503502070824E12,1.503502358761E12,36,resign,black,8+0,maharnav,1890,agvega14,1838,d4 d5 c4 e6 Nf3 Nf6 e3 Nbd7 Qc2 c6 b3 Bd6 Bb2 O-O Nbd2 Qe7 Bd3 e5 dxe5 Nxe5 Nxe5 Bxe5 Bxe5 Qxe5 O-O Bg4 cxd5 cxd5 h3 Rac8 Qb1 Bh5 Re1 Qc3 Qc1 Qxd3,D30,Queen's Gambit Declined,4,287937,52,3728,2025-01-31
GroUpAby,true,1.503422378459E12,1.503422814966E12,42,resign,black,8+0,maharnav,1905,rl12,2026,d4 c5 d5 e5 c4 d6 Nc3 Nf6 e4 Nbd7 Bd3 Be7 Nge2 Nf8 O-O Ng6 Ng3 Nf4 Bc2 g6 Nge2 N6h5 a3 O-O Ng3 a6 Nxh5 Nxh5 f4 Nxf4 Bxf4 exf4 Rxf4 Bf6 Qf3 Be5 Rf1 f5 exf5 Bxf4 Qxf4 Bxf5,A44,Old Benoni Defense,4,436507,121,3931,2025-01-31
HGoNE8AY,true,1.504471572679E12,1.504473644227E12,102,resign,black,15+5,barreira,1678,zhaska,1714,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nd4 c3 Nf5 d6 Nxd6 Bb3 Ng4 d4 e4 O-O Be7 f3 Nxh2 Kxh2 Bxg5 Bxg5 Qxg5 f4 Qh6+ Kg1 Nf5 Nd2 e3 Nc4 b5 Nxe3 Nxe3 Qe2 O-O Qxe3 Bb7 Bc2 Rae8 Qg3 Re2 Rf2 Rfe8 Raf1 R8e3 Qh2 Rxf2 Qxh6 Rxf1+ Kxf1 gxh6 Kf2 Re7 Bd3 a6 g3 f6 b4 Rg7 a3 h5 c4 bxc4 Bxc4+ Kf8 d5 Rd7 Ke3 Bc8 Kd4 Rg7 a4 Rxg3 Bd3 h4 Bxh7 h3 Be4 h2 f5 Rg4 Ke3 Rxe4+ Kxe4 h1=Q+ Kf4 Qxd5 Kg3 Qxf5 Kh2 Qg4 b5 f5 b6 cxb6 a5 bxa5 Kh1 Bb7+,C57,Italian Game: Two Knights Defense |  Fritz Variation,10,2071548,36,3392,2025-01-31
o7ngiupk,true,1.504246537344E12,1.504248091878E12,88,mate,black,15+0,vazchand,1702,zhaska,1704,c4 e5 Nf3 Nc6 d3 Bc5 g3 Nf6 Bg2 d6 Nbd2 O-O Nb3 Bb6 O-O h6 e4 Be6 Nh4 Re8 Nf5 Ne7 Ne3 c6 a4 a5 Bd2 d5 exd5 cxd5 Nxd5 Nexd5 cxd5 Bxd5 Nc1 Bxg2 Kxg2 e4 Bc3 Nd5 dxe4 Rxe4 Qd3 Rg4 Kg1 Qg5 h3 Rxg3+ Kh2 Rxd3 Nxd3 Bc7+ Kh1 Nxc3 Rg1 Qd5+ Rg2 Qxd3 bxc3 Qxc3 Rag1 g6 Rg3 Qc6+ Kh2 Bxg3+ fxg3 Qxa4 Rg2 Qc6 h4 a4 Ra2 a3 Kg1 Qc1+ Kh2 Qb2+ Rxb2 axb2 Kh3 b1=Q Kg4 Qd1+ Kf4 Ra4+ Ke5 Qd4#,A20,English Opening: King's English Variation |  Nimzowitsch Variation,3,1554534,2,3406,2025-01-31
iby3Yigw,true,1.50420760134E12,1.504209409892E12,112,outoftime,black,15+0,zhaska,1713,bartoszgala,1743,d4 d5 c4 dxc4 e3 Nf6 Bxc4 e6 a3 Be7 Nc3 O-O Qf3 Nc6 Nge2 Bd7 b4 a6 e4 b5 Bb3 Na7 Bc2 Bc6 Qd3 g6 h4 Rc8 Ng3 Qd7 h5 Nxh5 Nxh5 gxh5 Qg3+ Kh8 Rxh5 Qxd4 Rxh7+ Kxh7 e5+ Kh8 Qh3+ Qh4 Qxh4+ Bxh4 Be3 Ra8 O-O-O Bxg2 Ne4 Bxe4 Bxe4 f5 Bxa8 Rxa8 Rh1 Nc6 Rxh4+ Kg8 Bg5 Nxe5 Bf6 Ng6 Rh6 Kf7 Bg5 Rh8 Rxh8 Nxh8 Be3 Kg6 Bd4 Nf7 f3 c6 Bb6 Ng5 f4 Ne4 Ba7 Nc3 Kc2 Nd5 Bb8 Ne3+ Kd3 Nf1 Ke2 Ng3+ Kf2 Ne4+ Kf3 Nc3 Be5 Nd5 Ba1 Ne7 Bb2 Nd5 Bd4 Nc7 Ba1 Ne8 Bd4 Nf6 Ba1 Nd5 Bd4 Nc7 Ba1 Na8,D20,Queen's Gambit Accepted: Old Variation,5,1808552,30,3456,2025-01-31
sum49sJK,true,1.503953733779E12,1.503954678222E12,39,resign,white,10+5,zhaska,1703,jmobley0429,1711,d4 d5 c4 e6 Nc3 c5 cxd5 exd5 Bf4 Nc6 dxc5 Bxc5 Nxd5 Bb4+ Nxb4 Nxb4 Qa4+ Nc6 Rd1 Qb6 b3 Nf6 e3 O-O Nf3 Bg4 Be2 Ne4 Qxe4 Rfe8 Qa4 Rac8 h3 Bh5 O-O Ne7 Rde1 Rc2 Nd4,D32,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,8,944443,8,3414,2025-01-31
z8xxIZkQ,true,1.503952588285E12,1.503953723163E12,63,mate,white,10+5,jmobley0429,1699,zhaska,1713,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O h6 Nc3 d6 d4 exd4 Nxd4 Nxd4 Qxd4 Be6 Be3 c6 Rad1 Be7 e5 Bxc4 Qxc4 d5 Qb3 Nd7 f4 b6 f5 Nxe5 Bd4 f6 Rfe1 Bd6 Rd3 c5 Bxe5 Bxe5 Nxd5 O-O Nxf6+ Kh8 Rxd8 Bd4+ Rxd4 cxd4 Nh5 Rxf5 Nxg7 Kxg7 Re7+ Kg6 Qe6+ Kg5 Rg7+ Kf4 g3+ Kf3 Qxf5+ Ke2 Qd3+ Ke1 Re7#,C55,Italian Game: Two Knights Defense,6,1134878,14,3412,2025-01-31
1bMFoPIz,true,1.503904975855E12,1.503905456859E12,35,resign,white,15+8,zhaska,1702,omega76,1728,d4 d5 c4 c6 Nc3 Nf6 Bf4 e6 e3 Nbd7 Nf3 Bb4 a3 Bxc3+ bxc3 Ne4 Qc2 Ndf6 Bd3 O-O h3 Qa5 Bxe4 Nxe4 cxd5 exd5 O-O Nxc3 Ng5 g6 e4 dxe4 Nxe4 Bf5 Qxc3,D10,Slav Defense #2,5,481004,26,3430,2025-01-31
L6Jc8r3W,true,1.503863176441E12,1.503864176329E12,43,resign,black,20+0,vlad1956,1642,zhaska,1685,e4 e5 Bc4 Nf6 Nf3 Nc6 Nc3 Bc5 h3 h6 d3 Na5 Nxe5 O-O Ng6 Re8 Nf4 Nxc4 dxc4 Nxe4 Nxe4 Rxe4+ Ne2 Rxc4 O-O d6 b3 Qf6 Rb1 Re4 Ng3 Re8 Bb2 Qg6 Qd2 Qxg3 Qd3 Qxd3 cxd3 Bf5 Rfd1 Re2 Re1,C50,Four Knights Game: Italian Variation,8,999888,43,3327,2025-01-31
i6e1avWA,true,1.503758945809E12,1.503760601562E12,120,mate,black,15+0,zhaska,1695,canadave,1679,d4 d5 c4 Nc6 Nf3 e6 a3 Nf6 Nc3 Ne4 e3 Nxc3 bxc3 Be7 cxd5 exd5 c4 Be6 cxd5 Qxd5 Qc2 Bg4 Bc4 Qd6 Qe4 h5 h3 f5 Qe6 Bxf3 Qf7+ Kd7 gxf3 Raf8 Qe6+ Qxe6 Bxe6+ Kxe6 e4 fxe4 d5+ Kxd5 fxe4+ Kxe4 Bb2 Bf6 Bxf6 Rxf6 O-O-O Rxf2 Rhe1+ Kf3 Rd3+ Kg2 Ree3 Kf1 Rd1+ Kg2 Rdd3 Kf1 Rg3 Ne5 Rde3 Re8 Rg5 Re2 Rf5+ Ke1 Rg3 Rf2 Rg1+ Ke2 Rxh5 Rf1+ Kb2 Rxg1 Rh7 Rg8 h4 Rh1 h5 c5 Kc3 b5 Kb3 Rb1+ Kc2 Ra1 Kb2 Rh1 Kc3 b4+ axb4 cxb4+ Kxb4 Rb1+ Kc5 a5 Kd5 Ng4 Kc4 a4 Kd4 a3 Ke4 a2 Kf4 Nf6 Kg5 Rb6 h6 Nxh7+ Kh5 a1=Q Kg4 Qd4+ Kh3 Rg6 Kh2 Qh4#,D07,Queen's Gambit Refused: Chigorin Defense,4,1655753,16,3374,2025-01-31
RM7w84vn,true,1.503746873891E12,1.503747581243E12,71,mate,white,5+5,alstef56,1700,zhaska,1706,d4 d5 b4 Nf6 c3 Bf5 e3 e6 Bb2 b6 a3 c5 bxc5 bxc5 Nf3 c4 h3 Bd6 Be2 h6 a4 Nc6 Ba3 Bc7 Bc5 Bb6 Ba3 Rb8 O-O g5 Nh2 h5 Nd2 Bg6 f3 Rg8 e4 dxe4 fxe4 Nxe4 Nxe4 Bxe4 Bxh5 Rg7 Ng4 e5 Nf6+ Qxf6 Rxf6 exd4 cxd4 Bxd4+ Kh1 Rd8 Rxc6 Bxc6 Qe2+ Kd7 Rd1 Kc8 Bg4+ Kb8 Qxc4 Bxg2+ Kxg2 Bb6 Rxd8+ Bxd8 Bd6+ Ka8 Qc8#,D00,Queen's Pawn Game,2,707352,6,3406,2025-01-31
uPVmYmVk,true,1.503739130726E12,1.503741019425E12,90,resign,black,20+15,zhaska,1716,pronew,1722,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 f4 O-O Nf3 e5 fxe5 dxe5 Nxe5 c5 d5 Nxe4 Nxe4 Qh4+ Ng3 Bxe5 Qd3 Bf5 Qb3 Bxg3+ Qxg3 Re8+ Be2 Qxg3+ hxg3 Bg4 Rh4 Rxe2+ Kf1 Re4 Bf4 f5 b3 Nd7 Kg1 Rae8 Rf1 Re2 a3 Rb2 b4 Rc2 Rc1 Rxc1+ Bxc1 Re1+ Kf2 Rxc1 bxc5 Nxc5 Ke3 Rxc4 d6 Re4+ Kf2 Nd7 a4 a5 Rxg4 Rxg4 Kf3 Rxa4 g4 Rxg4 g3 a4 Ke2 a3 Kd2 a2 Kc2 a1=Q Kd3 Qa3+ Ke2 Rxg3 Kf2 Qf3+ Ke1 Qa3 Kd2 Rb3 Kc2 Rb2+,E76,King's Indian Defense: Four Pawns Attack,9,1888699,6,3438,2025-01-31
3KkhSXlX,true,1.503701921762E12,1.503702772513E12,29,resign,white,20+0,zhaska,1703,juan67,1771,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 Nxd5 Qxd5 Nf3 Bg7 h3 c5 e3 O-O b3 cxd4 exd4 Nc6 Bb2 Rd8 Bc4 Qe4+ Kf1 Nxd4 Bxf7+ Kxf7 Ng5+,D85,Gruenfeld Defense: Exchange Variation,8,850751,68,3474,2025-01-31
cqXloNgE,true,1.503691149698E12,1.503693618751E12,87,mate,white,20+3,sportowiec,1740,zhaska,1713,d4 d5 Nf3 c5 c3 Bf5 dxc5 e6 b4 a5 e3 axb4 Bb5+ Nc6 cxb4 Qf6 Nd4 e5 Nxf5 Qxf5 Qxd5 Qf6 Bb2 Rd8 Qxe5+ Be7 O-O Rd7 Qxf6 Nxf6 Nc3 O-O a3 Rd2 Na4 Na7 Bc3 Rdd8 Bc4 Rc8 Nb6 Rc6 Nd5 Nxd5 Bxd5 Rc7 Be5 Rd7 Rfd1 Rfd8 e4 Kh8 a4 f6 Bc3 Nc6 Re1 f5 b5 Nb8 Ba5 Re8 Be6 Rd3 Bxf5 Bxc5 Bc7 Rd2 Bg3 Rf8 Red1 Rb2 Kf1 Bb6 f3 Bc5 Rac1 Bb6 Rd6 Be3 Rcd1 g6 Be5+ Kg8 Be6+ Rf7 Rd8#,D02,Queen's Pawn Game: Krause Variation,4,2469053,27,3453,2025-01-31
hK6BdHCI,true,1.50367730744E12,1.503678802239E12,52,resign,black,12+8,baobaob,1721,zhaska,1702,d4 d5 c4 e6 Nc3 Nf6 Nf3 Bb4 Bd2 Nc6 cxd5 exd5 e3 a6 a3 Bxc3 bxc3 Ne4 Qc2 Bf5 Qb2 Nxd2 Qxd2 O-O c4 Re8 cxd5 Qxd5 Rc1 Rac8 Ng5 Qxd4 Qa2 Rxe3+ Be2 Re7 Rd1 Qe5 Rd2 Bg4 Nf3 Bxf3 gxf3 Rce8 Qb2 Qa5 Rg1 Rxe2+ Kd1 Rxd2+ Qxd2 Rd8,E20,Nimzo-Indian Defense: Ragozin Variation,8,1494799,19,3423,2025-01-31
n6WOimlf,true,1.503653724489E12,1.503654910729E12,53,mate,white,10+8,zhaska,1692,bobchess77,1674,d4 d5 c4 Nf6 Nc3 e6 Nf3 Bb4 Qc2 O-O Bf4 Nc6 e3 b6 a3 Bxc3+ Qxc3 Bb7 Bd3 Na5 c5 Bc6 Ne5 Ne4 Nxc6 Nxc6 Bxe4 dxe4 cxb6 Qd7 bxc7 Rfc8 Rc1 Ne7 O-O Nd5 Qc4 Nxf4 exf4 a5 Rc3 Ra7 Rfc1 Qd6 Qb5 Qxf4 Qb8 Ra8 Qxa8 Rxa8 c8=Q+ Rxc8 Rxc8#,E20,Nimzo-Indian Defense: Ragozin Variation,8,1186240,18,3366,2025-01-31
xesqmXNW,true,1.503604101702E12,1.503604895019E12,83,resign,white,11+5,zhaska,1683,azizhoca,1628,d4 g6 c4 Bg7 e4 b6 f4 Bb7 Nc3 a6 Nf3 d6 Bd3 e6 e5 d5 Qe2 h6 cxd5 Bxd5 Nxd5 Qxd5 Be4 Qa5+ Bd2 Qb5 Qxb5+ axb5 Bxa8 Nd7 O-O Ne7 Rac1 c5 dxc5 bxc5 Be3 c4 Nd4 O-O Be4 Rb8 Nc6 Nxc6 Bxc6 Rd8 Bxb5 f5 Rxc4 g5 Bd2 Nb6 Rc6 Nc8 Bc1 Na7 Rb6 Nxb5 Rxb5 g4 Rb6 Re8 a4 Bf8 a5 Bc5+ Kh1 Bxb6 axb6 Rb8 Be3 Rb7 Rc1 Rb8 Rc7 h5 b7 h4 Rc8+ Rxc8 bxc8=Q+ Kg7 Qxe6,A40,Modern Defense,2,793317,55,3311,2025-01-31
6OZRJJLW,true,1.503603286108E12,1.503604091389E12,67,resign,black,11+5,azizhoca,1639,zhaska,1674,g3 e5 Bg2 d5 b3 c5 Bb2 Nc6 d3 f5 e3 Nf6 Ne2 e4 d4 Bd6 f4 O-O O-O Ng4 Qd2 cxd4 Bxd4 Nxd4 Nxd4 Bc5 c3 b6 h3 Nf6 b4 Bd6 a4 a5 b5 Bc5 Nc6 Qc7 Qe2 Bb7 Nd4 Ne8 Nxf5 Rxf5 g4 Rf8 h4 Rxf4 Rxf4 Qxf4 c4 Bxe3+ Kh1 Nf6 g5 Ng4 Bh3 Nf2+ Kg2 Nxh3 Kxh3 Bc8+ Kg2 Bg4 Qe1 Qf3+ Kh2,A00,Hungarian Opening,1,805281,35,3313,2025-01-31
Cikg9Gaw,true,1.503598740548E12,1.503599938076E12,94,mate,black,20+0,zhaska,1683,zeya2500,1734,d4 Nf6 c4 h6 Nc3 a6 e4 e6 a3 d6 Nf3 Be7 Qd3 Bd7 Be2 Nh5 Bd1 Nf6 Bc2 Ng4 O-O Nc6 h3 Nf6 b4 e5 Ne2 exd4 Nexd4 Nxd4 Nxd4 c5 bxc5 dxc5 Nf3 Be6 Ba4+ b5 cxb5 Qxd3 bxa6+ Kf8 Rd1 Qxa6 Bc2 Ne8 Ne5 Bf6 Bb2 Kg8 Rab1 Kh7 Nxf7 Bxf7 e5+ Bg6 exf6 Bxc2 fxg7 Nxg7 Rd7 Ra7 Rxa7 Qxa7 Re1 Re8 Rc1 Bb3 Rc3 c4 Rg3 Re1+ Kh2 Qc7 Bxg7 Qxg7 Rxg7+ Kxg7 f4 c3 Kg3 c2 f5 c1=Q Kg4 Qg5+ Kf3 Qe3+ Kg4 Bd1+ Kh4 Qf2+ g3 Re4#,A50,Indian Game: Normal Variation,3,1197528,51,3417,2025-01-31
WAMnfVdC,true,1.503596854138E12,1.503598624895E12,137,outoftime,white,15+0,alexandr-l,1647,zhaska,1695,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nge7 O-O g6 Re1 Bg7 c3 O-O d4 b5 Bb3 d6 a4 b4 a5 bxc3 bxc3 Na7 Bg5 Bg4 h3 Bxf3 Qxf3 h6 Bxe7 Qxe7 d5 Kh8 Nd2 f5 Qd3 Nb5 exf5 Rxf5 Nf3 Raf8 c4 Rxf3 gxf3 Nd4 Qxd4 e4 Rxe4 Bxd4 Rxe7 Bxa1 Rxc7 Rxf3 Bc2 Bd4 Bxg6 Rg3+ Kh2 Rxg6 f3 Be5+ Kh1 Rg3 Rc6 Rxf3 Rxa6 Rxh3+ Kg2 Rc3 Ra8+ Kg7 Rc8 h5 Rc7+ Kg6 a6 Bd4 Rc6 Bc5 a7 Bxa7 Rxd6+ Kg5 Rd7 Bc5 Rg7+ Kh4 d6 Bxd6 Rd7 Bc5 Rd5 Rxc4 Kf3 Rc3+ Kf4 Bg1 Rd1 Bh2+ Kf5 Kg3 Kg5 h4 Rd4 h3 Rg4+ Kf2 Rh4 Bc7 Kg4 h2 Rh5 Rg3+ Kf5 Kg1 Ke4 Rg4+ Kf5 Rf4+ Ke6 Rf2 Kd7 Bf4 Ke6 Rg2 Kf6 Rg5 Rh7 Bg3 Kxg5 Bf2 Kg4 Be3 Kf3 h1=Q+ Kxe3,C70,Ruy Lopez: Morphy Defense |  Cozio Defense,8,1770757,48,3342,2025-01-31
