id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,game_duration,rating_difference,total_rating,processed_date
fa6H17uj,true,1.49286E12,1.49286E12,100,resign,black,10+5,vfhfnvfhfn22,1716,stockbroker,1659,d4 d5 c4 c6 Nc3 Nf6 Bf4 dxc4 a4 Bf5 e3 e6 Bxc4 Bb4 Nf3 h6 O-O Nbd7 Qb3 a5 Na2 c5 Nxb4 cxb4 Bd3 Bxd3 Qxd3 O-O Rfd1 Nd5 Bg3 Qb6 Rac1 Rac8 e4 N5f6 d5 Rxc1 Rxc1 exd5 exd5 Rd8 Bc7 Nc5 Bxb6 Nxd3 Bxd8 Nxc1 Bxa5 Nxd5 Ne5 f6 Nd7 Nd3 Nb6 Nxb6 Bxb6 Nxb2 Bc5 b3 Ba3 Nd3 Kf1 b2 Bxb2 Nxb2 Ke2 Nxa4 Kd3 Kf7 Kc4 Ke6 Kb4 Nb2 Kb5 Nd1 f3 Ne3 g3 Nf1 Kb6 Nxh2 Kxb7 Nxf3 Kb6 g5 Kc5 h5 Kc4 h4 gxh4 gxh4 Kd3 h3 Ke3 h2 Kxf3 h1=Q+ Kg3 f5,D10,Slav Defense #2,5,0,57,3375,2025-01-31
GcpXdcMo,true,1.49286E12,1.49286E12,71,draw,draw,10+5,bavorak15,1794,vfhfnvfhfn22,1714,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Bg5 O-O f3 Nbd7 Qd2 c5 d5 a6 a4 Ne5 Bh6 Bd7 Bxg7 Kxg7 Bd3 Nxd3+ Qxd3 Rb8 Nge2 b5 axb5 axb5 cxb5 Qb6 O-O Bxb5 Nxb5 Qxb5 Qxb5 Rxb5 Rfb1 Rfb8 Ra2 Nd7 Nc3 Rb3 Nd1 Ne5 Ra7 Kf6 f4 Nd3 Kf1 Nxb2 Rxb2 Rxb2 Nxb2 Rxb2 e5+ dxe5 fxe5+ Kxe5 Rxe7+ Kxd5 Rxf7 Rb1+ Kf2 Rb2+ Kf1 Rb1+ Kf2 Rb2+ Kf1,E76,King's Indian Defense: Steiner Attack,11,0,80,3508,2025-01-31
oeJKpBBK,true,1.49177E12,1.49177E12,29,resign,white,10+3,paralian,1749,vfhfnvfhfn22,1726,e4 d6 d4 Nf6 Bd3 g6 f4 Bg7 Nf3 O-O O-O c5 e5 dxe5 dxe5 Ne8 h3 Nc6 c3 f6 exf6 exf6 f5 Nc7 fxg6 hxg6 Bxg6 f5 Nh2,B07,Pirc Defense,4,0,23,3475,2025-01-31
KLvseajP,true,1.49096E12,1.49096E12,43,resign,white,10+2,vfhfnvfhfn22,1711,khal,1760,d4 Nf6 c4 d5 Nc3 e6 Bf4 a6 e3 Bd6 Bg3 O-O Nf3 Bd7 Qb3 b6 cxd5 Nxd5 Nxd5 exd5 Bxd6 cxd6 Qxd5 Bc6 Qg5 Qc7 d5 Ba4 Bd3 Bc2 Rc1 b5 Rxc2 Qa5+ Nd2 Qxa2 O-O Nd7 Qf5 Nf6 Ne4 Qxd5 Nxf6+,D35,Queen's Gambit Declined: Harrwitz Attack,7,0,49,3471,2025-01-31
u6HfIwow,true,1.49096E12,1.49096E12,35,resign,white,10+5,vfhfnvfhfn22,1700,drego,1625,d4 d5 c4 c6 Nc3 Nf6 Nf3 Bf5 Bf4 Qb6 Qd2 e6 e3 Be7 Be2 Nbd7 c5 Qa5 O-O b6 cxb6 axb6 a3 Ne4 Nxe4 Bxe4 Qxa5 Rxa5 Ne5 Nxe5 Bxe5 O-O Rac1 Rb5 Bxb5,D15,Slav Defense: Three Knights Variation,7,0,75,3325,2025-01-31
XgsCTeFh,true,1.49096E12,1.49096E12,32,resign,white,15+10,vfhfnvfhfn22,1689,stanislav123456,1593,d4 d5 c4 c5 e3 Nc6 Nf3 Nf6 Nc3 e6 Be2 Bd6 cxd5 exd5 dxc5 Bxc5 O-O O-O b3 Ne7 Bb2 a6 Nd4 Qd6 Bf3 Bb6 Qd3 Bc7 g3 Bf5 Nxf5 Nxf5,D32,Tarrasch Defense: Symmetrical Variation,10,0,96,3282,2025-01-31
OayJ1V24,true,1.49087E12,1.49087E12,85,resign,white,10+5,midav13,1663,vfhfnvfhfn22,1705,b3 Nf6 Bb2 g6 g3 Bg7 Bg2 O-O e3 c6 Ne2 d5 O-O Nbd7 d3 e5 Nd2 Re8 d4 e4 Nf4 Nf8 c4 Ne6 cxd5 Nxf4 exf4 cxd5 Qe2 Bg4 Qb5 Rc8 Rac1 Qe7 h3 Be6 Nb1 a6 Qa4 Bd7 Qa5 Bb5 Ba3 Qd7 Rxc8 Rxc8 Rc1 Rxc1+ Bxc1 Ne8 Be3 Nc7 Nc3 Ne6 a4 Bd3 Nxd5 Bxd4 Bxd4 Qc8 Nf6+ Kf8 Nxh7+ Ke7 Bf6+ Ke8 Qb4 Qc1+ Kh2 Qc7 Bxe4 Bxe4 Qxe4 Qb6 Kg2 Kd7 Qd5+ Ke8 Qc4 Qc6+ Qxc6+ bxc6 b4 Nd4 Bxd4,A01,Nimzo-Larsen Attack: Indian Variation,2,0,42,3368,2025-01-31
w2mcLKFB,true,1.49086E12,1.49087E12,112,resign,black,10+5,kas55,1695,vfhfnvfhfn22,1691,e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 e5 dxe5 dxe5 Qxd1+ Nxd1 Ng4 Bf4 Nc6 Bb5 Bd7 h3 Ngxe5 Nxe5 Nxe5 Bxe5 Bxe5 Bxd7+ Kxd7 c3 Rad8 O-O e6 Ne3 Ke7 Rad1 Rd6 Rxd6 Bxd6 b3 Rd8 g3 Bc5 Rd1 Bxe3 Rxd8 Bxf2+ Kxf2 Kxd8 Ke3 Ke7 Ke4 f6 c4 b6 b4 a6 a4 c5 b5 a5 g4 Kd6 h4 h6 Kf4 g5+ hxg5 hxg5+ Ke4 Ke7 Ke3 f5 Kf3 fxg4+ Kxg4 Kf6 Kf3 Kf5 Kg3 e5 Kf3 g4+ Ke3 g3 Kf3 g2 Kxg2 Kf4 Kf2 e4 Ke2 e3 Kf1 Ke4 Ke2 Kd4 Kf3 Kd3 Kf4 e2 Ke5 e1=Q+ Kd6 Qb4 Kc6 Qxa4 Kxb6 Kxc4 Ka6 Qxb5+ Ka7 Kd5 Ka8 Kc6,B08,Pirc Defense: Classical Variation,8,10000000,4,3386,2025-01-31
BaYlFMtm,true,1.49086E12,1.49086E12,34,resign,white,10+5,vfhfnvfhfn22,1676,alaibek,1684,d4 b6 c4 Bb7 Nc3 e6 Bf4 Bb4 e3 Nf6 Nf3 Ne4 Qb3 Bxc3+ bxc3 Nf6 Bd3 Bxf3 gxf3 c6 Rg1 g6 Bg5 h6 Bh4 g5 Bg3 Nh5 Be5 f6 Bg6+ Kf8 Bxb8 Rxb8,A40,English Defense #2,2,0,8,3360,2025-01-31
VyS6CAPw,true,1.49086E12,1.49086E12,38,mate,black,10+5,alaibek,1696,vfhfnvfhfn22,1659,e4 d6 Nf3 Nf6 Bc4 g6 d3 Bg7 Bg5 O-O Qd2 c6 Bh6 Nbd7 g4 Nxg4 Bxg7 Kxg7 Qg5 Ngf6 h4 h6 Qg3 Nh5 Qg2 Ndf6 Rg1 Qb6 Bxf7 Nf4 Qg3 Rxf7 Qxf4 Qxb2 Qg3 Bg4 Ne5 Qc1#,B07,Pirc Defense #4,2,0,37,3355,2025-01-31
aikWm0ZV,true,1.49086E12,1.49086E12,25,mate,white,10+5,vfhfnvfhfn22,1651,pavelpoldrakonovic,1466,d4 d5 c4 dxc4 Nf3 f6 e3 Nc6 Bxc4 a6 Nc3 b5 Bd3 b4 Ne2 g5 Ng3 Be6 O-O a5 Bb5 Bd7 Nd2 a4 Qh5#,D21,Queen's Gambit Accepted: Normal Variation,5,0,185,3117,2025-01-31
aXdgSuF6,true,1.49086E12,1.49086E12,15,outoftime,white,8+5,vfhfnvfhfn22,1635,fabian27,1647,d4 e5 dxe5 a6 Nf3 Nc6 Bf4 h6 Nbd2 Bb4 c3 Ba5 e3 Nge7 Be2,A40,Englund Gambit,2,0,12,3282,2025-01-31
sqqTFlvf,true,1.49044E12,1.49044E12,41,resign,white,0+15,smalljap,1525,vfhfnvfhfn22,1657,e4 d6 Bc4 Nf6 Qe2 g6 Nf3 Bg7 O-O O-O Rd1 c6 c3 Nbd7 d4 Qc7 e5 dxe5 dxe5 Ng4 e6 Nde5 exf7+ Kh8 Bf4 Nxf3+ Qxf3 Qb6 Be3 Nxe3 fxe3 Qxb2 Nd2 Qxc3 Qe4 Qa5 Qxe7 Qg5 Qxg5 Bxa1 Rxa1,B07,Pirc Defense #4,2,0,132,3182,2025-01-31
81VEgWTD,true,1.49044E12,1.49044E12,49,mate,white,15+16,vfhfnvfhfn22,1640,sssehc,1650,d4 Nf6 c4 d5 Nc3 dxc4 Nf3 Nc6 e3 Bg4 Bxc4 Bxf3 Qxf3 e6 O-O Bd6 Rd1 O-O e4 e5 dxe5 Nxe5 Qe2 Nfg4 h3 Nf6 Bf4 Ng6 Bxd6 cxd6 Nb5 Ne8 Nxd6 Qb6 Nxf7 Nf4 Qf3 Nd6 Nxd6+ Kh8 Nf7+ Kg8 Qxf4 Qxb2 Qh4 b5 Ng5+ Kh8 Qxh7#,D06,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,8,0,10,3290,2025-01-31
OMB6I1Et,true,1.49044E12,1.49044E12,68,resign,white,10+5,vladimir-1,1782,vfhfnvfhfn22,1651,e4 d6 Nf3 Nf6 Nc3 g6 Bc4 Bg7 O-O O-O d3 c6 Be3 b5 Bb3 a5 a3 Bb7 Qd2 Qc7 h3 Nbd7 Bh6 Nc5 Ba2 Ne6 Nh2 Nd4 f4 Bxh6 Qf2 Ne6 f5 Nc5 fxg6 hxg6 Qg3 e6 Rxf6 Bg7 Rff1 Be5 Qg5 d5 Ng4 Bd4+ Kh1 Qd8 Qd2 dxe4 dxe4 Bxc3 Qxc3 Nxe4 Qe5 c5 Nh6+ Kh7 Nxf7 Qh4 Rf4 Nf2+ Kh2 Qe7 Ng5+ Kg8 Bxe6+ Rf7,B07,Pirc Defense #4,2,0,131,3433,2025-01-31
dz5tjAzV,true,1.49044E12,1.49044E12,51,resign,white,20+0,vfhfnvfhfn22,1630,juniorss2455,1697,d4 d5 c4 e6 Nc3 Nf6 Bf4 c5 e3 cxd4 exd4 dxc4 Bxc4 Nc6 Nf3 Bb4 O-O Bxc3 bxc3 O-O Bb3 a6 c4 h6 d5 exd5 cxd5 Nb4 d6 Bg4 Qd2 Bxf3 Qxb4 Bc6 Rfd1 Nd5 Bxd5 Bxd5 Rxd5 Re8 Qxb7 Rb8 Qc7 Qf6 Be5 Rxe5 Qxb8+ Kh7 Rxe5 Qxe5 Rb1,D35,Queen's Gambit Declined: Harrwitz Attack,7,0,67,3327,2025-01-31
xMJkuaHw,true,1.49025E12,1.49025E12,50,mate,black,20+0,vfhfnvfhfn22,1674,adaert,1655,d4 Nf6 c4 Nc6 Nc3 d5 Bf4 a6 e3 g6 Nf3 Nh5 Bg3 Nxg3 hxg3 dxc4 Bxc4 Bd7 Ng5 e6 Rxh7 Rxh7 Nxh7 f5 f4 Bh6 g4 Qe7 Ng5 Bxg5 fxg5 Qxg5 gxf5 Qg3+ Kf1 exf5 Nd5 O-O-O Nf6 Qxe3 Nxd7 Rxd7 Qc2 Re7 d5 Qf4+ Kg1 Qd4+ Kh1 Rh7#,A50,Mexican Defense,4,0,19,3329,2025-01-31
2cwww9fM,true,1.49025E12,1.49025E12,45,resign,white,20+0,adaert,1643,vfhfnvfhfn22,1696,d4 d5 c4 c6 e3 Bf5 Nc3 Nf6 Nf3 h6 Qb3 b6 Qa4 e6 Nh4 Bh7 Nf3 Bd6 Be2 O-O O-O Qc7 cxd5 exd5 Bd2 Nbd7 Rac1 a6 a3 Ne4 Nxd5 Bxh2+ Nxh2 Qd6 Bb4 c5 dxc5 Qxd5 Rfd1 Ndxc5 Rxd5 Nxa4 Bxf8 Nxb2 Bb4,D10,Slav Defense,4,0,53,3339,2025-01-31
GQouJ8FG,true,1.49024E12,1.49025E12,92,resign,black,15+5,vfhfnvfhfn22,1708,shturmovic,1864,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 Bf4 Bb4+ Nbd2 Qe7 e3 Ngxe5 Nxe5 Nxe5 Be2 Nc6 O-O O-O a3 Bd6 Bxd6 Qxd6 b4 Qe7 Nf3 d6 Qd2 Be6 Rfd1 Rfd8 Nd4 Ne5 Nxe6 fxe6 Rac1 Nd7 Bf3 Rab8 a4 Ne5 Be4 Rf8 Qc2 Qf6 Bxh7+ Kh8 Be4 Ng4 Bf3 Qh4 h3 Rxf3 hxg4 Qxg4 Qe2 Rbf8 Rd4 Qg6 Rf4 R3xf4 exf4 Rxf4 Re1 e5 Rc1 Qh6 Qe1 Rh4 Kf1 Rh1+ Ke2 Rxe1+ Rxe1 Kg8 c5 Qf4 cxd6 cxd6 Rd1 Qxb4 Kf1 Kf7 a5 Ke6 a6 bxa6 g3 a5 Kg2 a4,A52,Budapest Defense: Adler Variation,7,10000000,156,3572,2025-01-31
6UwhypzJ,true,1.49024E12,1.49024E12,70,mate,black,15+6,vk999,1760,vfhfnvfhfn22,1683,d4 d5 Bg5 c6 e3 Bf5 Bd3 Bg6 Bxg6 hxg6 Nf3 Nf6 Bxf6 gxf6 O-O Nd7 Na3 Bg7 c4 e5 cxd5 cxd5 Nb5 e4 Nd2 Nb6 Rc1 Rc8 Rxc8 Nxc8 Qa4 O-O Nxa7 Qb6 Nxc8 Rxc8 b4 Bf8 b5 Qc7 Qb3 Qc2 Qxd5 Qxd2 Qxb7 Qc3 a4 Rc4 Qa6 Qb4 a5 Rc7 Qb6 Bd6 a6 Qa3 Qb8+ Kg7 b6 Rc1 Qa7 Rxf1+ Kxf1 Qc1+ Ke2 Qc2+ Ke1 Bb4+ Kf1 Qd1#,D00,Queen's Pawn Game: Levitsky Attack,3,0,77,3443,2025-01-31
T3qbhhGY,true,1.48897E12,1.48897E12,86,resign,black,8+6,hannibalstea,1839,vfhfnvfhfn22,1651,d4 d5 c4 c6 cxd5 cxd5 Nc3 Nf6 Nf3 Bf5 Bg5 e6 Nh4 Bg6 Nxg6 hxg6 Bxf6 gxf6 g3 Bb4 Bg2 Nd7 Qb3 Qa5 O-O Bxc3 bxc3 Qb6 Qc2 Rc8 Rfd1 O-O e4 dxe4 Bxe4 f5 Rab1 Qa5 Bxb7 Qxc3 Qxc3 Rxc3 d5 Nb6 dxe6 fxe6 Rd6 Rb8 Bg2 Kf7 Re1 Re8 Bc6 Re7 a4 Ra3 Rd8 Nxa4 Rh8 Nc5 Rc1 Ra5 h4 a6 h5 gxh5 Rxh5 Kf6 f4 Rc7 Be8 Rg7 Rd1 Rxg3+ Kh1 Ne4 Rh6+ Kg7 Rh7+ Kf8 Rh8+ Rg8 Rxg8+ Kxg8 Bd7 Nf2+,D10,Slav Defense: Exchange Variation,5,0,188,3490,2025-01-31
dE3FhfRw,true,1.48889E12,1.48889E12,54,mate,black,8+6,vfhfnvfhfn22,1664,zauri_odisharia,1820,d4 e6 c4 Nf6 Nc3 b6 Bf4 Bb7 Nf3 Bb4 e3 Bxc3+ bxc3 d6 h3 Nh5 Bh2 O-O Bd3 f5 O-O Nd7 d5 e5 e4 f4 Nxe5 dxe5 Qxh5 Nc5 Bc2 Ba6 Qxe5 Bxc4 Rfd1 Be2 Rd2 f3 Qxc7 Qg5 Qg3 Qxd2 gxf3 Rxf3 Qd6 Qxc2 Be5 Qxe4 Qe7 Qg6+ Kh2 Rxf2+ Kh1 Qg2#,E20,Nimzo-Indian Defense #2,5,0,156,3484,2025-01-31
tnaSHEIM,true,1.48872E12,1.48872E12,45,resign,white,20+1,vfhfnvfhfn22,1641,seveluci,1645,d4 d5 c4 dxc4 Nf3 b5 a4 c6 axb5 cxb5 Nc3 Bd7 e3 e6 Ne5 Bd6 Nxd7 Qxd7 Qh5 Bb4 Bd2 Bxc3 Bxc3 Nf6 Qf3 Nc6 g3 Qd5 Bg2 Qxf3 Bxf3 Nd5 e4 Nxc3 bxc3 O-O e5 Rfc8 Ra6 Nxd4 Bxa8 Nb3 Bg2 Rc7 O-O,D21,Queen's Gambit Accepted: Slav Gambit,6,0,4,3286,2025-01-31
z2VM1PM7,true,1.48872E12,1.48872E12,42,resign,black,20+1,seveluci,1657,vfhfnvfhfn22,1614,e4 d6 d4 Nf6 Nc3 g6 Bg5 Bg7 h3 O-O Bd3 Nbd7 Nge2 h6 Be3 c6 Qd2 h5 O-O-O b5 Rdg1 Bb7 g4 c5 d5 c4 Nxb5 cxd3 Qxd3 Ba6 c4 Rc8 Kb1 Bxb5 cxb5 Ne5 Qd2 Nf3 Qc1 Nxg1 Rxg1 Rxc1+,B07,Pirc Defense: Byrne Variation,7,0,43,3271,2025-01-31
RAo5Is2t,true,1.48872E12,1.48872E12,25,mate,white,8+6,trflash,1700,vfhfnvfhfn22,1635,e4 d6 Nf3 Nf6 d3 g6 Be2 Bg7 O-O O-O Bg5 Nxe4 dxe4 Bxb2 Na3 Bxa1 Qxa1 Nd7 Bh6 Nf6 Bxf8 Kxf8 Bc4 Nxe4 Qh8#,B07,Pirc Defense #4,2,0,65,3335,2025-01-31
4m4GkfDI,true,1.48872E12,1.48872E12,45,resign,white,8+6,vfhfnvfhfn22,1602,natyulpan,1671,d4 d5 c4 Bf5 Nf3 e6 Bf4 c6 Nh4 Bg6 Nxg6 hxg6 e3 Bd6 Bxd6 Qxd6 c5 Qc7 g3 f5 Nd2 Nd7 Bg2 Ngf6 O-O O-O-O Nf3 Rh5 b4 Rdh8 Nh4 g5 Ng6 R8h6 Bf3 Rxh2 Ne7+ Kd8 Ng6 g4 Bg2 Ne4 Nf4 g5 Nxe6+,D02,Queen's Gambit Refused: Baltic Defense,4,0,69,3273,2025-01-31
JlDMnYgz,true,1.48872E12,1.48872E12,70,resign,black,8+8,siruam,1655,vfhfnvfhfn22,1566,c4 Nf6 Nc3 g6 d4 Bg7 g3 O-O Bg2 d6 Rb1 c6 b4 Nbd7 e4 Qc7 Nge2 e5 Bg5 h6 Be3 exd4 Nxd4 Ne5 Qe2 Nfg4 c5 Nxe3 Qxe3 dxc5 bxc5 Ng4 Qd2 Rd8 Nce2 Qe5 Rd1 Qf6 Bf3 Qxf3 Nxf3 Rxd2 Nxd2 Bc3 O-O Bxd2 Rxd2 Be6 a4 Re8 f3 Nf6 Nd4 Bc4 Rb1 Rd8 Rxb7 Ne8 Rxa7 Ng7 Rb7 Ne6 Rb4 Nxd4 Rxc4 Nxf3+ Kg2 Nxd2 a5 Nxc4,E61,King's Indian Defense,6,0,89,3221,2025-01-31
2wgcdbk3,true,1.48864E12,1.48864E12,136,mate,black,10+0,vfhfnvfhfn22,1582,voselok,1770,d4 Nf6 c4 e6 Nc3 Bb4 Nf3 d5 a3 Bxc3+ bxc3 c5 Bg5 h6 Bh4 cxd4 cxd4 Nc6 e3 Qa5+ Qd2 Qxd2+ Kxd2 Ne4+ Ke1 g5 Bg3 f5 cxd5 exd5 Bb5 Bd7 Rc1 Rc8 Ke2 a6 Bxc6 Bxc6 Be5 Rh7 h3 Bb5+ Kd1 Nxf2+ Kd2 Ne4+ Kd1 Rxc1+ Kxc1 Nf2 Rf1 Nd3+ Kd2 Nxe5 Rc1 Nxf3+ gxf3 Kd8 e4 fxe4 fxe4 dxe4 Ke3 Bc6 Rd1 Bd5 Rb1 Rf7 Rb6 Rf3+ Ke2 Ke7 Rxh6 Rxa3 Rh5 Rg3 h4 a5 hxg5 a4 g6 Rxg6 Rxd5 Ra6 Re5+ Kd6 Rxe4 Kd5 Re3 a3 Rh3 a2 Rh5+ Kxd4 Rh4+ Kc3 Rh3+ Kb2 Rh1 a1=Q Rxa1 Rxa1 Kd3 Kb3 Kd4 b5 Kc5 b4 Kb5 Kc3 Kc5 b3 Kb5 b2 Kc5 b1=Q Kd5 Ra4 Kd6 Qb6+ Kd5 Qd4+ Kc6 Ra6+ Kb7 Qa7+ Kc8 Rc6+ Kd8 Qc7+ Ke8 Re6+ Kf8 Ra6 Kg8 Ra8#,E20,Nimzo-Indian Defense: Ragozin Variation,8,0,188,3352,2025-01-31
O7l6ktry,true,1.48726E12,1.48726E12,40,resign,black,10+7,sadecebeyaz,1648,vfhfnvfhfn22,1591,e4 d6 d4 Nf6 Bd3 g6 Bg5 Bg7 e5 dxe5 dxe5 Ng4 Bb5+ c6 Qxd8+ Kxd8 Be2 Bxe5 Bxg4 Bxb2 Bxc8 Kxc8 Bxe7 Re8 Ne2 Rxe7 Nd2 Bxa1 c3 Bb2 Nc4 Bxc3+ Kd1 Bg7 Nd6+ Kc7 Nc4 Na6 Nf4 Re4,B07,Pirc Defense,4,0,57,3239,2025-01-31
9uDFGS76,true,1.48684E12,1.48684E12,44,draw,draw,10+6,pawnslider,1629,vfhfnvfhfn22,1586,e4 d6 d4 Nf6 Bd3 g6 Bg5 Bg7 c3 O-O Qc1 Nbd7 Bh6 c5 d5 Ne5 Bc2 e6 b3 exd5 Bg5 dxe4 Bxe4 Nxe4 Bxd8 Nd3+ Kd1 Nxc1 Kxc1 Nxf2 Kd2 Rxd8 Ne2 Nxh1 Nf4 Nf2 Nd5 Ne4+ Ke3 Bf5 Ne7+ Kf8 Nxf5 gxf5,B07,Pirc Defense,4,0,43,3215,2025-01-31
LD0ZAPmg,true,1.48683E12,1.48683E12,58,resign,black,25+8,capadoc,1480,vfhfnvfhfn22,1551,e4 d6 d4 Nf6 Nc3 g6 Bc4 Bg7 Nf3 O-O Be3 c6 O-O b5 Bb3 a5 a4 b4 Nb1 Nbd7 Qd3 Qc7 c3 c5 cxb4 cxb4 Nbd2 Ba6 Nc4 Rac8 Rfc1 Nxe4 Qxe4 Nf6 Qd3 d5 Qc2 dxc4 Ba2 b3 Bxb3 Nd5 Ba2 Nxe3 fxe3 Rfd8 Qe4 e6 Nd2 Bb7 Qc2 Bh6 Nxc4 Ba6 b4 Bxc4 Bxc4 Bxe3+,B07,Pirc Defense: Kholmov System,7,0,71,3031,2025-01-31
ArophvkF,true,1.48674E12,1.48674E12,52,mate,black,15+5,vfhfnvfhfn22,1577,stereolab,1763,d4 Nf6 c4 d6 Nc3 c6 e4 e5 d5 Nbd7 f3 Be7 Be3 O-O Qd2 Nb6 g4 Nxc4 Bxc4 b5 Bd3 b4 Na4 cxd5 exd5 Qa5 b3 Nxd5 Nb2 Nxe3 Qxe3 Bh4+ Ke2 d5 Qxe5 Bf6 Qh5 Re8+ Kf2 g6 Qh3 Bxb2 Rb1 Bd4+ Kg2 Qxa2+ Kg3 Be5+ f4 Bd4 Nf3 Qf2#,A53,Old Indian: Czech Variation |  with Nc3,6,0,186,3340,2025-01-31
9u8tAvSS,true,1.48674E12,1.48674E12,74,mate,black,15+5,vfhfnvfhfn22,1614,naturalkiller,1732,d4 d5 c4 c6 Nc3 Be6 Bf4 Nf6 e3 Qa5 Nf3 Ne4 Qc2 Nxc3 bxc3 Qd8 cxd5 Bxd5 c4 Bxf3 gxf3 Nd7 Rd1 e6 Bg2 Bb4+ Ke2 Nf6 Qb3 a5 a3 Bd6 Bxd6 Qxd6 Qxb7 Rd8 f4 O-O Qxc6 Qxa3 Qb5 Rb8 Qg5 Rb2+ Kf3 Qa2 Qg3 Qxc4 Rde1 Qd5+ e4 Qxd4 Rhg1 Rb3+ Re3 Rxe3+ fxe3 Qxe4+ Kf2 Qc2+ Kf1 Qd1+ Kf2 Ne4+ Bxe4 Qd2+ Kf3 g6 h4 Rd8 Rg2 Qd1+ Kf2 Rd2#,D10,Slav Defense #2,5,0,118,3346,2025-01-31
hlaHqpBs,true,1.48641E12,1.48641E12,63,resign,white,15+0,pidocchio,1890,vfhfnvfhfn22,1639,e4 d6 d4 Nf6 Nc3 g6 h3 Bg7 Nf3 O-O Be3 c6 Qd2 Qc7 Bh6 Nbd7 Bxg7 Kxg7 Bd3 b5 a3 a5 Ne2 Nb6 Ng3 Bd7 Qg5 Nc4 Bxc4 bxc4 O-O Rab8 Nf5+ Bxf5 exf5 Rxb2 fxg6 hxg6 c3 Rb3 Rfc1 Nd5 h4 Rxc3 Rxc3 Nxc3 Re1 Nd5 h5 Rh8 hxg6 fxg6 Nh4 c3 Nxg6 Kh7 Nxe7 Nxe7 Rxe7+ Qxe7 Qxe7+ Kh6 Qxd6+,B08,Pirc Defense: Classical Variation |  Schlechter Variation,9,0,251,3529,2025-01-31
1hPQXA4Z,true,1.4864E12,1.4864E12,88,draw,draw,10+5,alexandro75,1642,vfhfnvfhfn22,1638,e4 d6 Bc4 Nf6 d3 g6 h3 Bg7 Nf3 O-O O-O c6 Be3 Qc7 c3 Nbd7 Nbd2 b5 Bb3 e5 Nh2 a5 Ng4 c5 f4 a4 Bc2 b4 f5 a3 b3 bxc3 Nf3 Nb8 Nfh2 Nc6 Qc1 Nd4 Rf2 gxf5 Bxd4 cxd4 Nxf6+ Bxf6 Ng4 fxg4 Rxf6 Qe7 Qg5+ Kh8 hxg4 Rg8 Qh6 Rg6 Rxg6 fxg6 Rf1 Bxg4 b4 Qg7 Qg5 Bh5 Bb3 Rf8 g4 Rxf1+ Kxf1 Qf8+ Kg1 Qf4 Qd8+ Kg7 Qe7+ Kh6 gxh5 Qg3+ Kh1 Qf3+ Kg1 Qe3+ Kg2 Qe2+ Kg1 Qe3+ Kg2 Qe2+ Kg1 Qe3+,B07,Pirc Defense #4,2,0,4,3280,2025-01-31
psDZ2b2Q,true,1.48631E12,1.48631E12,85,resign,white,10+5,vfhfnvfhfn22,1549,mihailmuhin1982,1551,d4 d5 c4 e6 Nc3 c5 e3 Nf6 Nf3 Be7 Be2 Nc6 O-O a6 b3 O-O Bb2 b5 cxb5 axb5 Bxb5 Bd7 Bxc6 Bxc6 Ne5 Bb7 Na4 Nd7 Nxd7 Ba6 Re1 Qc7 Ndxc5 Bxc5 dxc5 Rfd8 Qg4 g6 Qd4 e5 Qxe5 Qxe5 Bxe5 Re8 Bd4 Bb7 Rac1 Bc6 a3 Bxa4 bxa4 Rxa4 c6 Rxa3 c7 Raa8 Re2 Rac8 Rb2 Kf8 Bf6 h6 Bh4 f5 Bg3 Kf7 Rb8 g5 Rxc8 Rxc8 h3 d4 exd4 f4 Bh2 Ke7 g3 Kd6 gxf4 gxf4 Bxf4+ Kd5 Rb1 Ke4 Rb8,D32,Tarrasch Defense,6,0,2,3100,2025-01-31
jhvOr659,true,1.4863E12,1.4863E12,65,resign,white,10+5,stonecollector,1652,vfhfnvfhfn22,1674,d4 Nf6 e3 g6 c4 Bg7 Nf3 O-O Bd3 c6 Nc3 Qc7 c5 d6 b4 Nbd7 Bc2 dxc5 bxc5 Rd8 O-O Nxc5 Ba3 Ncd7 Qe2 Qa5 Bxe7 Re8 Bxf6 Nxf6 Qd3 Bf5 Qd2 Nd5 Bxf5 gxf5 Rfc1 Nxc3 Rxc3 Rac8 Rac1 Rcd8 Rc5 Qxd2 Nxd2 f4 R5c3 fxe3 fxe3 c5 Rxc5 Rxe3 Kf2 Bxd4 Rg5+ Kf8 Kf1 Bb2 Rc2 Bc3 Nc4 Rc8 Nxe3 Bd4 Re2,A45,Indian Game,2,0,22,3326,2025-01-31
